tanggal,jenis_transaksi,kategori_transaksi,jumlah,keterangan
2024-04-20,Pemasukan,penjualan,186208,Pemasukan - penjualan
2024-03-15,Pemasukan,penjualan,114436,Pemasukan - penjualan
2024-12-13,Pemasukan,penjualan,440570,Pemasukan - penjualan
2024-04-13,Pemasukan,penjualan,363168,Pemasukan - penjualan
2024-01-10,Pemasukan,penjualan,359930,Pemasukan - penjualan
2024-07-20,Pemasukan,penjualan,48813,Pemasukan - penjualan
2024-04-24,Pengeluaran,bahan baku,153331,Pengeluaran - bahan baku
2024-11-20,Pemasukan,penjualan,435706,Pemasukan - penjualan
2024-08-26,Pemasukan,penjualan,315528,Pemasukan - penjualan
2024-05-18,Pengeluaran,perlengkapan,387725,Pengeluaran - perlengkapan
2024-03-22,Pemasukan,penjualan,65753,Pemasukan - penjualan
2024-05-19,Pemasukan,penjualan,285269,Pemasukan - penjualan
2024-11-14,Pengeluaran,bahan baku,367223,Pengeluaran - bahan baku
2024-12-10,Pemasukan,penjualan,189346,Pemasukan - penjualan
2024-04-24,Pemasukan,penjualan,142959,Pemasukan - penjualan
2024-10-13,Pemasukan,penjualan,247148,Pemasukan - penjualan
2024-01-28,Pemasukan,penjualan,312314,Pemasukan - penjualan
2024-11-15,Pemasukan,penjualan,422823,Pemasukan - penjualan
2024-03-04,Pengeluaran,transportasi,118845,Pengeluaran - transportasi
2024-12-30,Pengeluaran,perlengkapan,361119,Pengeluaran - perlengkapan
2024-01-25,Pemasukan,penjualan,326694,Pemasukan - penjualan
2024-02-15,Pengeluaran,bahan baku,170899,Pengeluaran - bahan baku
2024-01-29,Pengeluaran,gaji,432429,Pengeluaran - gaji
2024-10-16,Pengeluaran,gaji,299577,Pengeluaran - gaji
2024-01-29,Pengeluaran,transportasi,146785,Pengeluaran - transportasi
2024-11-24,Pengeluaran,gaji,426735,Pengeluaran - gaji
2024-10-07,Pengeluaran,listrik,16855,Pengeluaran - listrik
2024-09-18,Pemasukan,penjualan,46821,Pemasukan - penjualan
2024-11-01,Pemasukan,penjualan,13441,Pemasukan - penjualan
2024-04-15,Pemasukan,penjualan,342509,Pemasukan - penjualan
2024-12-21,Pemasukan,penjualan,358102,Pemasukan - penjualan
2024-05-12,Pengeluaran,gaji,238801,Pengeluaran - gaji
2024-05-17,Pemasukan,penjualan,460684,Pemasukan - penjualan
2024-01-20,Pengeluaran,perlengkapan,123059,Pengeluaran - perlengkapan
2024-06-29,Pemasukan,penjualan,219159,Pemasukan - penjualan
2024-04-12,Pemasukan,penjualan,345494,Pemasukan - penjualan
2024-01-18,Pemasukan,penjualan,117197,Pemasukan - penjualan
2024-03-05,Pengeluaran,perlengkapan,280567,Pengeluaran - perlengkapan
2024-06-22,Pemasukan,penjualan,474971,Pemasukan - penjualan
2024-09-07,Pemasukan,penjualan,494416,Pemasukan - penjualan
2024-02-28,Pemasukan,penjualan,162671,Pemasukan - penjualan
2024-10-19,Pengeluaran,perlengkapan,145756,Pengeluaran - perlengkapan
2024-10-29,Pemasukan,penjualan,142398,Pemasukan - penjualan
2024-02-02,Pemasukan,penjualan,19429,Pemasukan - penjualan
2024-08-25,Pemasukan,penjualan,256286,Pemasukan - penjualan
2024-02-10,Pengeluaran,gaji,159792,Pengeluaran - gaji
2024-10-28,Pengeluaran,bahan baku,200592,Pengeluaran - bahan baku
2024-07-10,Pengeluaran,bahan baku,369781,Pengeluaran - bahan baku
2024-03-14,Pengeluaran,gaji,81207,Pengeluaran - gaji
2024-09-02,Pengeluaran,gaji,47196,Pengeluaran - gaji
2024-05-07,Pengeluaran,gaji,130014,Pengeluaran - gaji
2024-08-31,Pemasukan,penjualan,414677,Pemasukan - penjualan
2024-04-08,Pengeluaran,perlengkapan,20827,Pengeluaran - perlengkapan
2024-02-06,Pengeluaran,bahan baku,280550,Pengeluaran - bahan baku
2024-06-20,Pemasukan,penjualan,461007,Pemasukan - penjualan
2024-02-16,Pemasukan,penjualan,432894,Pemasukan - penjualan
2024-07-30,Pemasukan,penjualan,245261,Pemasukan - penjualan
2024-09-22,Pemasukan,penjualan,373084,Pemasukan - penjualan
2024-12-11,Pemasukan,penjualan,468869,Pemasukan - penjualan
2024-03-23,Pengeluaran,perlengkapan,288177,Pengeluaran - perlengkapan
2024-08-16,Pengeluaran,bahan baku,187274,Pengeluaran - bahan baku
2024-01-03,Pemasukan,penjualan,426795,Pemasukan - penjualan
2024-04-12,Pemasukan,penjualan,171785,Pemasukan - penjualan
2024-11-17,Pemasukan,penjualan,358383,Pemasukan - penjualan
2024-12-24,Pemasukan,penjualan,82972,Pemasukan - penjualan
2024-09-09,Pengeluaran,transportasi,382838,Pengeluaran - transportasi
2024-06-07,Pengeluaran,perlengkapan,380075,Pengeluaran - perlengkapan
2024-12-09,Pengeluaran,perlengkapan,427858,Pengeluaran - perlengkapan
2024-02-01,Pemasukan,penjualan,10250,Pemasukan - penjualan
2024-04-25,Pengeluaran,listrik,82108,Pengeluaran - listrik
2024-12-29,Pengeluaran,bahan baku,206207,Pengeluaran - bahan baku
2024-11-27,Pengeluaran,perlengkapan,482825,Pengeluaran - perlengkapan
2024-01-29,Pengeluaran,gaji,93776,Pengeluaran - gaji
2024-02-10,Pengeluaran,perlengkapan,207830,Pengeluaran - perlengkapan
2024-07-26,Pengeluaran,bahan baku,63773,Pengeluaran - bahan baku
2024-05-03,Pemasukan,penjualan,249198,Pemasukan - penjualan
2024-10-26,Pemasukan,penjualan,247791,Pemasukan - penjualan
2024-08-14,Pengeluaran,bahan baku,239727,Pengeluaran - bahan baku
2024-06-29,Pengeluaran,listrik,19480,Pengeluaran - listrik
2024-04-12,Pemasukan,penjualan,96832,Pemasukan - penjualan
2024-03-08,Pengeluaran,bahan baku,439596,Pengeluaran - bahan baku
2024-02-13,Pengeluaran,perlengkapan,267052,Pengeluaran - perlengkapan
2024-01-22,Pemasukan,penjualan,419341,Pemasukan - penjualan
2024-10-16,Pemasukan,penjualan,403125,Pemasukan - penjualan
2024-05-12,Pemasukan,penjualan,22421,Pemasukan - penjualan
2024-09-07,Pemasukan,penjualan,42955,Pemasukan - penjualan
2024-09-05,Pemasukan,penjualan,170386,Pemasukan - penjualan
2024-05-06,Pengeluaran,gaji,309370,Pengeluaran - gaji
2024-01-30,Pemasukan,penjualan,498908,Pemasukan - penjualan
2024-01-03,Pengeluaran,transportasi,362459,Pengeluaran - transportasi
2024-08-07,Pemasukan,penjualan,132828,Pemasukan - penjualan
2024-06-30,Pengeluaran,transportasi,197574,Pengeluaran - transportasi
2024-05-19,Pengeluaran,perlengkapan,150377,Pengeluaran - perlengkapan
2024-10-16,Pengeluaran,gaji,431328,Pengeluaran - gaji
2024-02-26,Pengeluaran,perlengkapan,176695,Pengeluaran - perlengkapan
2024-04-13,Pengeluaran,bahan baku,422350,Pengeluaran - bahan baku
2024-09-24,Pemasukan,penjualan,250181,Pemasukan - penjualan
2024-06-16,Pemasukan,penjualan,433096,Pemasukan - penjualan
2024-08-07,Pemasukan,penjualan,243286,Pemasukan - penjualan
2024-02-14,Pengeluaran,gaji,163516,Pengeluaran - gaji
2024-08-16,Pemasukan,penjualan,448379,Pemasukan - penjualan
2024-07-20,Pengeluaran,transportasi,231933,Pengeluaran - transportasi
2024-03-24,Pengeluaran,gaji,499917,Pengeluaran - gaji
2024-04-26,Pemasukan,penjualan,181718,Pemasukan - penjualan
2024-09-30,Pemasukan,penjualan,63203,Pemasukan - penjualan
2024-10-31,Pemasukan,penjualan,495640,Pemasukan - penjualan
2024-04-14,Pengeluaran,transportasi,36049,Pengeluaran - transportasi
2024-07-09,Pemasukan,penjualan,494147,Pemasukan - penjualan
2024-09-21,Pemasukan,penjualan,388818,Pemasukan - penjualan
2024-09-09,Pengeluaran,gaji,90339,Pengeluaran - gaji
2024-08-15,Pengeluaran,gaji,15237,Pengeluaran - gaji
2024-12-28,Pengeluaran,listrik,123228,Pengeluaran - listrik
2024-10-19,Pemasukan,penjualan,499069,Pemasukan - penjualan
2024-10-12,Pengeluaran,gaji,472309,Pengeluaran - gaji
2024-02-10,Pengeluaran,perlengkapan,296180,Pengeluaran - perlengkapan
2024-11-18,Pemasukan,penjualan,314869,Pemasukan - penjualan
2024-07-24,Pengeluaran,listrik,214174,Pengeluaran - listrik
2024-05-02,Pemasukan,penjualan,256567,Pemasukan - penjualan
2024-10-15,Pengeluaran,transportasi,203472,Pengeluaran - transportasi
2024-12-29,Pemasukan,penjualan,370603,Pemasukan - penjualan
2024-05-12,Pemasukan,penjualan,178056,Pemasukan - penjualan
2024-08-23,Pemasukan,penjualan,356004,Pemasukan - penjualan
2024-10-10,Pemasukan,penjualan,182644,Pemasukan - penjualan
2024-06-17,Pemasukan,penjualan,110179,Pemasukan - penjualan
2024-02-10,Pengeluaran,gaji,351959,Pengeluaran - gaji
2024-06-12,Pengeluaran,perlengkapan,317065,Pengeluaran - perlengkapan
2024-06-02,Pemasukan,penjualan,146014,Pemasukan - penjualan
2024-06-10,Pemasukan,penjualan,84437,Pemasukan - penjualan
2024-03-06,Pemasukan,penjualan,375775,Pemasukan - penjualan
2024-11-01,Pengeluaran,transportasi,464501,Pengeluaran - transportasi
2024-07-22,Pengeluaran,transportasi,309940,Pengeluaran - transportasi
2024-05-05,Pengeluaran,bahan baku,355418,Pengeluaran - bahan baku
2024-06-17,Pemasukan,penjualan,127616,Pemasukan - penjualan
2024-07-02,Pengeluaran,gaji,239586,Pengeluaran - gaji
2024-04-07,Pengeluaran,perlengkapan,154426,Pengeluaran - perlengkapan
2024-05-15,Pemasukan,penjualan,258415,Pemasukan - penjualan
2024-10-29,Pemasukan,penjualan,134366,Pemasukan - penjualan
2024-09-01,Pengeluaran,listrik,167094,Pengeluaran - listrik
2024-05-11,Pengeluaran,bahan baku,477738,Pengeluaran - bahan baku
2024-03-05,Pengeluaran,listrik,477079,Pengeluaran - listrik
2024-07-15,Pengeluaran,bahan baku,148380,Pengeluaran - bahan baku
2024-10-23,Pengeluaran,listrik,144366,Pengeluaran - listrik
2024-02-09,Pengeluaran,perlengkapan,156480,Pengeluaran - perlengkapan
2024-02-03,Pengeluaran,perlengkapan,481593,Pengeluaran - perlengkapan
2024-06-08,Pemasukan,penjualan,144538,Pemasukan - penjualan
2024-08-13,Pengeluaran,perlengkapan,431737,Pengeluaran - perlengkapan
2024-04-17,Pengeluaran,gaji,39668,Pengeluaran - gaji
2024-08-24,Pengeluaran,transportasi,462927,Pengeluaran - transportasi
2024-01-11,Pengeluaran,listrik,338933,Pengeluaran - listrik
2024-01-18,Pemasukan,penjualan,248117,Pemasukan - penjualan
2024-04-11,Pengeluaran,listrik,451091,Pengeluaran - listrik
2024-12-07,Pemasukan,penjualan,464722,Pemasukan - penjualan
2024-08-22,Pemasukan,penjualan,284921,Pemasukan - penjualan
2024-10-17,Pengeluaran,gaji,432331,Pengeluaran - gaji
2024-12-05,Pemasukan,penjualan,383822,Pemasukan - penjualan
2024-05-27,Pengeluaran,bahan baku,191805,Pengeluaran - bahan baku
2024-05-07,Pemasukan,penjualan,386568,Pemasukan - penjualan
2024-01-10,Pengeluaran,perlengkapan,175716,Pengeluaran - perlengkapan
2024-02-18,Pengeluaran,listrik,431768,Pengeluaran - listrik
2024-09-14,Pengeluaran,gaji,132683,Pengeluaran - gaji
2024-11-22,Pengeluaran,gaji,192263,Pengeluaran - gaji
2024-12-29,Pemasukan,penjualan,63027,Pemasukan - penjualan
2024-09-15,Pemasukan,penjualan,416196,Pemasukan - penjualan
2024-05-03,Pengeluaran,transportasi,41113,Pengeluaran - transportasi
2024-08-04,Pengeluaran,gaji,60287,Pengeluaran - gaji
2024-05-13,Pemasukan,penjualan,22900,Pemasukan - penjualan
2024-05-17,Pemasukan,penjualan,145774,Pemasukan - penjualan
2024-02-12,Pemasukan,penjualan,389026,Pemasukan - penjualan
2024-06-02,Pengeluaran,perlengkapan,482907,Pengeluaran - perlengkapan
2024-03-19,Pengeluaran,transportasi,467375,Pengeluaran - transportasi
2024-02-20,Pemasukan,penjualan,85632,Pemasukan - penjualan
2024-01-27,Pemasukan,penjualan,215242,Pemasukan - penjualan
2024-01-24,Pengeluaran,perlengkapan,350510,Pengeluaran - perlengkapan
2024-04-11,Pemasukan,penjualan,305704,Pemasukan - penjualan
2024-04-22,Pemasukan,penjualan,148377,Pemasukan - penjualan
2024-12-08,Pemasukan,penjualan,365148,Pemasukan - penjualan
2024-10-06,Pemasukan,penjualan,57499,Pemasukan - penjualan
2024-02-17,Pengeluaran,listrik,153582,Pengeluaran - listrik
2024-06-30,Pengeluaran,gaji,34770,Pengeluaran - gaji
2024-10-08,Pengeluaran,listrik,270176,Pengeluaran - listrik
2024-02-24,Pengeluaran,listrik,281908,Pengeluaran - listrik
2024-04-24,Pengeluaran,listrik,302135,Pengeluaran - listrik
2024-10-20,Pemasukan,penjualan,37070,Pemasukan - penjualan
2024-01-21,Pengeluaran,perlengkapan,456772,Pengeluaran - perlengkapan
2024-04-13,Pemasukan,penjualan,375696,Pemasukan - penjualan
2024-07-01,Pemasukan,penjualan,32456,Pemasukan - penjualan
2024-11-16,Pemasukan,penjualan,328180,Pemasukan - penjualan
2024-12-31,Pemasukan,penjualan,50821,Pemasukan - penjualan
2024-08-28,Pengeluaran,listrik,395259,Pengeluaran - listrik
2024-05-09,Pemasukan,penjualan,187947,Pemasukan - penjualan
2024-12-03,Pengeluaran,listrik,378053,Pengeluaran - listrik
2024-11-08,Pengeluaran,perlengkapan,59498,Pengeluaran - perlengkapan
2024-11-22,Pengeluaran,transportasi,103336,Pengeluaran - transportasi
2024-02-12,Pemasukan,penjualan,71893,Pemasukan - penjualan
2024-04-21,Pemasukan,penjualan,198044,Pemasukan - penjualan
2024-04-14,Pengeluaran,bahan baku,138483,Pengeluaran - bahan baku
2024-02-08,Pengeluaran,listrik,320544,Pengeluaran - listrik
2024-12-16,Pengeluaran,transportasi,345079,Pengeluaran - transportasi
2024-12-28,Pemasukan,penjualan,187247,Pemasukan - penjualan
2024-03-19,Pemasukan,penjualan,263431,Pemasukan - penjualan
2024-06-07,Pemasukan,penjualan,110421,Pemasukan - penjualan
2024-12-30,Pengeluaran,gaji,483510,Pengeluaran - gaji
2024-01-26,Pemasukan,penjualan,404742,Pemasukan - penjualan
2024-12-13,Pemasukan,penjualan,77350,Pemasukan - penjualan
2024-04-27,Pemasukan,penjualan,25678,Pemasukan - penjualan
2024-03-05,Pengeluaran,bahan baku,377639,Pengeluaran - bahan baku
2024-01-20,Pengeluaran,transportasi,351259,Pengeluaran - transportasi
2024-09-25,Pengeluaran,transportasi,25261,Pengeluaran - transportasi
2024-06-27,Pengeluaran,bahan baku,156781,Pengeluaran - bahan baku
2024-04-25,Pengeluaran,bahan baku,452626,Pengeluaran - bahan baku
2024-03-31,Pemasukan,penjualan,328383,Pemasukan - penjualan
2024-10-15,Pemasukan,penjualan,154785,Pemasukan - penjualan
2024-05-23,Pengeluaran,transportasi,19479,Pengeluaran - transportasi
2024-10-24,Pengeluaran,gaji,148455,Pengeluaran - gaji
2024-01-12,Pengeluaran,gaji,394235,Pengeluaran - gaji
2024-07-03,Pengeluaran,perlengkapan,287369,Pengeluaran - perlengkapan
2024-07-08,Pengeluaran,bahan baku,404006,Pengeluaran - bahan baku
2024-01-11,Pengeluaran,listrik,111607,Pengeluaran - listrik
2024-12-16,Pengeluaran,gaji,486616,Pengeluaran - gaji
2024-03-01,Pemasukan,penjualan,299236,Pemasukan - penjualan
2024-05-22,Pengeluaran,gaji,329317,Pengeluaran - gaji
2024-11-09,Pemasukan,penjualan,95511,Pemasukan - penjualan
2024-06-25,Pengeluaran,bahan baku,340436,Pengeluaran - bahan baku
2024-04-11,Pengeluaran,gaji,143834,Pengeluaran - gaji
2024-07-24,Pemasukan,penjualan,213110,Pemasukan - penjualan
2024-01-16,Pengeluaran,listrik,214968,Pengeluaran - listrik
2024-01-17,Pemasukan,penjualan,197148,Pemasukan - penjualan
2024-08-09,Pemasukan,penjualan,221612,Pemasukan - penjualan
2024-04-22,Pengeluaran,bahan baku,191549,Pengeluaran - bahan baku
2024-12-17,Pengeluaran,gaji,349818,Pengeluaran - gaji
2024-04-29,Pengeluaran,gaji,493241,Pengeluaran - gaji
2024-06-05,Pengeluaran,listrik,41876,Pengeluaran - listrik
2024-11-06,Pemasukan,penjualan,455417,Pemasukan - penjualan
2024-04-15,Pengeluaran,gaji,489190,Pengeluaran - gaji
2024-01-24,Pemasukan,penjualan,438804,Pemasukan - penjualan
2024-08-13,Pengeluaran,bahan baku,224636,Pengeluaran - bahan baku
2024-05-13,Pemasukan,penjualan,73263,Pemasukan - penjualan
2024-09-09,Pemasukan,penjualan,281149,Pemasukan - penjualan
2024-10-23,Pemasukan,penjualan,196059,Pemasukan - penjualan
2024-01-01,Pemasukan,penjualan,145255,Pemasukan - penjualan
2024-03-28,Pemasukan,penjualan,25657,Pemasukan - penjualan
2024-12-04,Pengeluaran,perlengkapan,10140,Pengeluaran - perlengkapan
2024-05-26,Pengeluaran,listrik,109213,Pengeluaran - listrik
2024-09-20,Pemasukan,penjualan,144434,Pemasukan - penjualan
2024-09-10,Pengeluaran,gaji,84466,Pengeluaran - gaji
2024-11-11,Pemasukan,penjualan,258070,Pemasukan - penjualan
2024-08-15,Pemasukan,penjualan,127718,Pemasukan - penjualan
2024-07-01,Pemasukan,penjualan,464675,Pemasukan - penjualan
2024-07-02,Pengeluaran,gaji,253461,Pengeluaran - gaji
2024-09-30,Pemasukan,penjualan,492085,Pemasukan - penjualan
2024-02-17,Pengeluaran,gaji,220638,Pengeluaran - gaji
2024-02-06,Pemasukan,penjualan,299384,Pemasukan - penjualan
2024-08-19,Pengeluaran,listrik,444739,Pengeluaran - listrik
2024-02-09,Pengeluaran,bahan baku,147601,Pengeluaran - bahan baku
2024-06-13,Pemasukan,penjualan,457273,Pemasukan - penjualan
2024-05-07,Pemasukan,penjualan,174193,Pemasukan - penjualan
2024-09-29,Pengeluaran,listrik,159718,Pengeluaran - listrik
2024-05-24,Pemasukan,penjualan,49370,Pemasukan - penjualan
2024-12-12,Pengeluaran,perlengkapan,71455,Pengeluaran - perlengkapan
2024-12-03,Pengeluaran,gaji,94529,Pengeluaran - gaji
2024-04-29,Pemasukan,penjualan,256137,Pemasukan - penjualan
2024-12-07,Pemasukan,penjualan,244579,Pemasukan - penjualan
2024-03-31,Pemasukan,penjualan,387542,Pemasukan - penjualan
2024-11-14,Pemasukan,penjualan,97773,Pemasukan - penjualan
2024-08-31,Pemasukan,penjualan,246031,Pemasukan - penjualan
2024-04-29,Pengeluaran,gaji,94824,Pengeluaran - gaji
2024-09-30,Pengeluaran,gaji,381878,Pengeluaran - gaji
2024-09-01,Pemasukan,penjualan,344859,Pemasukan - penjualan
2024-03-02,Pemasukan,penjualan,193293,Pemasukan - penjualan
2024-05-01,Pengeluaran,gaji,191210,Pengeluaran - gaji
2024-12-23,Pemasukan,penjualan,145116,Pemasukan - penjualan
2024-01-25,Pengeluaran,bahan baku,85613,Pengeluaran - bahan baku
2024-03-13,Pengeluaran,transportasi,264500,Pengeluaran - transportasi
2024-08-13,Pemasukan,penjualan,129483,Pemasukan - penjualan
2024-09-05,Pemasukan,penjualan,414476,Pemasukan - penjualan
2024-11-30,Pemasukan,penjualan,63583,Pemasukan - penjualan
2024-08-04,Pemasukan,penjualan,286467,Pemasukan - penjualan
2024-12-05,Pengeluaran,bahan baku,227621,Pengeluaran - bahan baku
2024-03-31,Pemasukan,penjualan,423570,Pemasukan - penjualan
2024-03-15,Pengeluaran,bahan baku,59238,Pengeluaran - bahan baku
2024-05-28,Pengeluaran,listrik,276753,Pengeluaran - listrik
2024-10-22,Pengeluaran,bahan baku,86291,Pengeluaran - bahan baku
2024-03-04,Pemasukan,penjualan,149407,Pemasukan - penjualan
2024-01-30,Pemasukan,penjualan,274684,Pemasukan - penjualan
2024-05-14,Pengeluaran,perlengkapan,116517,Pengeluaran - perlengkapan
2024-02-01,Pemasukan,penjualan,162113,Pemasukan - penjualan
2024-07-02,Pengeluaran,gaji,404861,Pengeluaran - gaji
2024-11-12,Pengeluaran,bahan baku,335956,Pengeluaran - bahan baku
2024-09-13,Pengeluaran,listrik,409158,Pengeluaran - listrik
2024-08-18,Pemasukan,penjualan,165013,Pemasukan - penjualan
2024-07-01,Pengeluaran,perlengkapan,164708,Pengeluaran - perlengkapan
2024-12-20,Pengeluaran,listrik,433912,Pengeluaran - listrik
2024-04-18,Pengeluaran,bahan baku,89419,Pengeluaran - bahan baku
2024-02-02,Pengeluaran,perlengkapan,493840,Pengeluaran - perlengkapan
2024-09-05,Pengeluaran,perlengkapan,292198,Pengeluaran - perlengkapan
2024-09-11,Pemasukan,penjualan,167745,Pemasukan - penjualan
2024-12-16,Pengeluaran,bahan baku,198806,Pengeluaran - bahan baku
2024-05-16,Pemasukan,penjualan,73587,Pemasukan - penjualan
2024-03-13,Pemasukan,penjualan,164492,Pemasukan - penjualan
2024-08-29,Pengeluaran,gaji,183283,Pengeluaran - gaji
2024-03-22,Pengeluaran,gaji,20525,Pengeluaran - gaji
2024-11-26,Pemasukan,penjualan,26669,Pemasukan - penjualan
2024-12-02,Pemasukan,penjualan,445983,Pemasukan - penjualan
2024-07-30,Pengeluaran,perlengkapan,382837,Pengeluaran - perlengkapan
2024-02-05,Pemasukan,penjualan,28645,Pemasukan - penjualan
2024-10-11,Pemasukan,penjualan,422481,Pemasukan - penjualan
2024-09-08,Pengeluaran,perlengkapan,230039,Pengeluaran - perlengkapan
2024-05-16,Pengeluaran,listrik,69975,Pengeluaran - listrik
2024-10-31,Pengeluaran,transportasi,67221,Pengeluaran - transportasi
2024-07-24,Pengeluaran,gaji,141460,Pengeluaran - gaji
2024-06-01,Pengeluaran,transportasi,143497,Pengeluaran - transportasi
2024-02-25,Pengeluaran,bahan baku,402939,Pengeluaran - bahan baku
2024-09-03,Pengeluaran,listrik,290342,Pengeluaran - listrik
2024-03-21,Pemasukan,penjualan,427713,Pemasukan - penjualan
2024-10-05,Pengeluaran,listrik,320358,Pengeluaran - listrik
2024-06-11,Pengeluaran,gaji,219887,Pengeluaran - gaji
2024-04-19,Pemasukan,penjualan,35237,Pemasukan - penjualan
2024-02-29,Pemasukan,penjualan,181396,Pemasukan - penjualan
2024-03-09,Pengeluaran,bahan baku,287266,Pengeluaran - bahan baku
2024-04-24,Pemasukan,penjualan,297899,Pemasukan - penjualan
2024-01-10,Pengeluaran,listrik,29452,Pengeluaran - listrik
2024-02-14,Pemasukan,penjualan,35349,Pemasukan - penjualan
2024-11-18,Pengeluaran,gaji,390273,Pengeluaran - gaji
2024-07-28,Pemasukan,penjualan,264650,Pemasukan - penjualan
2024-04-14,Pemasukan,penjualan,224748,Pemasukan - penjualan
2024-06-15,Pemasukan,penjualan,368795,Pemasukan - penjualan
2024-12-06,Pengeluaran,perlengkapan,438688,Pengeluaran - perlengkapan
2024-08-07,Pengeluaran,bahan baku,24171,Pengeluaran - bahan baku
2024-06-15,Pemasukan,penjualan,149658,Pemasukan - penjualan
2024-06-11,Pengeluaran,gaji,407357,Pengeluaran - gaji
2024-06-17,Pengeluaran,bahan baku,197900,Pengeluaran - bahan baku
2024-09-21,Pengeluaran,gaji,495283,Pengeluaran - gaji
2024-01-06,Pengeluaran,perlengkapan,293701,Pengeluaran - perlengkapan
2024-02-09,Pengeluaran,transportasi,48265,Pengeluaran - transportasi
2024-07-29,Pengeluaran,gaji,312501,Pengeluaran - gaji
2024-03-23,Pemasukan,penjualan,147873,Pemasukan - penjualan
2024-09-25,Pemasukan,penjualan,134309,Pemasukan - penjualan
2024-10-19,Pengeluaran,bahan baku,46905,Pengeluaran - bahan baku
2024-09-11,Pemasukan,penjualan,360338,Pemasukan - penjualan
2024-05-10,Pengeluaran,listrik,383126,Pengeluaran - listrik
2024-09-16,Pengeluaran,transportasi,96805,Pengeluaran - transportasi
2024-10-27,Pemasukan,penjualan,345539,Pemasukan - penjualan
2024-06-13,Pengeluaran,perlengkapan,188058,Pengeluaran - perlengkapan
2024-11-14,Pemasukan,penjualan,336784,Pemasukan - penjualan
2024-06-06,Pengeluaran,transportasi,468112,Pengeluaran - transportasi
2024-06-05,Pemasukan,penjualan,417560,Pemasukan - penjualan
2024-09-21,Pemasukan,penjualan,27040,Pemasukan - penjualan
2024-03-26,Pemasukan,penjualan,339322,Pemasukan - penjualan
2024-04-02,Pengeluaran,perlengkapan,375021,Pengeluaran - perlengkapan
2024-06-08,Pengeluaran,transportasi,346631,Pengeluaran - transportasi
2024-02-15,Pengeluaran,perlengkapan,345183,Pengeluaran - perlengkapan
2024-01-13,Pengeluaran,bahan baku,27024,Pengeluaran - bahan baku
2024-12-13,Pengeluaran,gaji,464124,Pengeluaran - gaji
2024-12-14,Pengeluaran,transportasi,111009,Pengeluaran - transportasi
2024-05-19,Pengeluaran,perlengkapan,357801,Pengeluaran - perlengkapan
2024-05-17,Pengeluaran,listrik,223797,Pengeluaran - listrik
2024-04-03,Pemasukan,penjualan,406560,Pemasukan - penjualan
2024-04-24,Pengeluaran,perlengkapan,305867,Pengeluaran - perlengkapan
2024-08-19,Pengeluaran,listrik,26341,Pengeluaran - listrik
2024-05-02,Pengeluaran,transportasi,217837,Pengeluaran - transportasi
2024-07-25,Pengeluaran,transportasi,218393,Pengeluaran - transportasi
2024-12-19,Pemasukan,penjualan,303551,Pemasukan - penjualan
2024-10-02,Pemasukan,penjualan,415829,Pemasukan - penjualan
2024-03-22,Pemasukan,penjualan,201148,Pemasukan - penjualan
2024-02-15,Pengeluaran,transportasi,298637,Pengeluaran - transportasi
2024-05-09,Pengeluaran,bahan baku,330691,Pengeluaran - bahan baku
2024-01-10,Pengeluaran,bahan baku,122138,Pengeluaran - bahan baku
2024-02-21,Pengeluaran,gaji,493281,Pengeluaran - gaji
2024-05-25,Pengeluaran,bahan baku,470767,Pengeluaran - bahan baku
2024-08-05,Pemasukan,penjualan,143083,Pemasukan - penjualan
2024-05-15,Pengeluaran,transportasi,53871,Pengeluaran - transportasi
2024-10-11,Pemasukan,penjualan,423912,Pemasukan - penjualan
2024-05-05,Pengeluaran,transportasi,261400,Pengeluaran - transportasi
2024-12-02,Pengeluaran,gaji,373314,Pengeluaran - gaji
2024-12-24,Pengeluaran,bahan baku,120445,Pengeluaran - bahan baku
2024-12-11,Pemasukan,penjualan,295434,Pemasukan - penjualan
2024-03-04,Pemasukan,penjualan,427737,Pemasukan - penjualan
2024-12-13,Pengeluaran,gaji,357364,Pengeluaran - gaji
2024-02-19,Pengeluaran,listrik,90920,Pengeluaran - listrik
2024-08-24,Pemasukan,penjualan,217135,Pemasukan - penjualan
2024-01-10,Pengeluaran,gaji,385141,Pengeluaran - gaji
2024-09-18,Pengeluaran,perlengkapan,405413,Pengeluaran - perlengkapan
2024-11-23,Pengeluaran,transportasi,405861,Pengeluaran - transportasi
2024-01-11,Pengeluaran,transportasi,244844,Pengeluaran - transportasi
2024-08-16,Pemasukan,penjualan,378587,Pemasukan - penjualan
2024-11-04,Pengeluaran,gaji,72709,Pengeluaran - gaji
2024-07-03,Pengeluaran,bahan baku,453038,Pengeluaran - bahan baku
2024-05-17,Pemasukan,penjualan,147538,Pemasukan - penjualan
2024-08-15,Pemasukan,penjualan,451887,Pemasukan - penjualan
2024-01-15,Pengeluaran,perlengkapan,200606,Pengeluaran - perlengkapan
2024-07-03,Pemasukan,penjualan,152357,Pemasukan - penjualan
2024-09-19,Pemasukan,penjualan,119771,Pemasukan - penjualan
2024-05-13,Pengeluaran,bahan baku,294756,Pengeluaran - bahan baku
2024-10-22,Pengeluaran,listrik,452971,Pengeluaran - listrik
2024-10-09,Pengeluaran,gaji,257976,Pengeluaran - gaji
2024-06-22,Pengeluaran,transportasi,390179,Pengeluaran - transportasi
